mouse_strain,C57BL
parameter_name,DN CD25- NKT cells
pvalue,0.7702519
gene_symbol,Kifap3
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_025_001
analysis_id,n89f94q24qno677
gene_accession_id,MGI:107566
