gene_symbol,Tnfsf10
parameter_id,MGP_IMM_129_001
gene_accession_id,MGI:107414
mouse_life_stage,Early adult
pvalue,0.8818728
parameter_name,CD11b-high cDC - % of CD45+
analysis_id,x6c6f94f2on8rf9
mouse_strain,C57BL
