mouse_strain,129SV
pvalue,0.114716
parameter_id,IMPC_ECH_001_001
analysis_id,82w19ff75m6yppy
gene_symbol,Cntfr
mouse_life_stage,Early adult
parameter_name,End-Systolic Diameter
gene_accession_id,MGI:99605
