gene_symbol,Dmap1
analysis_id,32s71q4qk9smee9
parameter_id,JAX_ROT_002_001
mouse_life_stage,E9.5
pvalue,0.5959241
mouse_strain,C57BL
gene_accession_id,MGI:1913483
parameter_name,Average duration
