parameter_name,Prepulse inhibition - PP3
pvalue,0.4130736
mouse_strain,C57BL
gene_accession_id,MGI:2444554
analysis_id,7587a83yb7g1y05
gene_symbol,Mapkap1
mouse_life_stage,E15.5
parameter_id,ESLIM_011_001_703
