gene_symbol,Frmpd1
analysis_id,34q95rj5980q83e
gene_accession_id,MGI:2446274
parameter_id,MGP_IMM_121_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Macrophages - % of CD45+
pvalue,0.5702023
