gene_symbol,Hpca
mouse_life_stage,Late adult
gene_accession_id,MGI:1336200
pvalue,0.2308488
parameter_id,IMPC_OFD_022_001
analysis_id,2jy27l6y90l37db
parameter_name,Percentage center time
mouse_strain,C57BL
