parameter_id,IMPC_IPG_010_001
mouse_strain,C57BL
gene_accession_id,MGI:1921688
pvalue,2.170621e-06
mouse_life_stage,Early adult
parameter_name,Fasted blood glucose concentration
gene_symbol,Clvs1
analysis_id,3ayeq3ihc854u56
