gene_symbol,Mecom
mouse_strain,C57BL
pvalue,0.7786882
parameter_id,IMPC_FEA_106_001
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
gene_accession_id,MGI:95457
analysis_id,wqq6dnm9pqfchul
mouse_life_stage,E12.5
