parameter_id,ESLIM_008_001_001
parameter_name,Body position
mouse_life_stage,Early adult
gene_symbol,Bmp7
gene_accession_id,MGI:103302
pvalue,0.2720358
mouse_strain,C57BL
analysis_id,8zg381026kyynvu
