parameter_id,IMPC_IMM_005_002
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
gene_symbol,Wars2
pvalue,0.1233916
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1917810
analysis_id,hk44k23ti02grr1
