parameter_id,MGP_CSD_025_001
gene_accession_id,MGI:1913483
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Dmap1
analysis_id,37t7y54kfti39de
parameter_name,Ventral coat/hair presence
pvalue,0.8625052
