mouse_strain,C57BL
analysis_id,drw97k7c300b3g4
gene_accession_id,MGI:1914515
parameter_name,Total ab T cells - % of CD45+
pvalue,0.3609778
mouse_life_stage,E9.5
gene_symbol,Slc39a10
parameter_id,MGP_IMM_070_001
