gene_symbol,Pex19
parameter_name,Center average speed
pvalue,0.6375043
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_OFD_017_001
gene_accession_id,MGI:1334458
analysis_id,1j953993ko4bgx0
