gene_symbol,Hpca
analysis_id,08h10v32jpw581a
parameter_id,IMPC_XRY_065_001
mouse_strain,C57BL
parameter_name,Lumbar processes
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1336200
pvalue,0.8482262
