parameter_name,Lens Opacity
mouse_strain,C57BL
gene_accession_id,MGI:1336200
gene_symbol,Hpca
parameter_id,UCDLA_EYE_017_001
analysis_id,6lfho3g7i6m27qe
mouse_life_stage,Late adult
pvalue,0.8760198
