mouse_strain,C57BL
parameter_name,Red blood cell count
gene_symbol,Galk2
analysis_id,wz45464d0e2cbb1
parameter_id,IMPC_HEM_002_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1917226
pvalue,0.5130212
