mouse_life_stage,Early adult
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,158239lmr0ew9i5
gene_symbol,Rufy4
mouse_strain,C57BL
gene_accession_id,MGI:3588214
pvalue,0.3397316
parameter_id,MGP_IMM_007_001
