parameter_name,Startle response
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
pvalue,0.3189995
parameter_id,ESLIM_008_001_013
analysis_id,we114shd2rt532l
