gene_symbol,Ola1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Liver weight
pvalue,0.9662896
parameter_id,UCD_OWT_008_001
gene_accession_id,MGI:1914309
analysis_id,5e5430l05012d8z
