parameter_id,IMPC_IPG_010_001
analysis_id,11b804z7grs012l
gene_symbol,Hpca
parameter_name,Fasted blood glucose concentration
pvalue,0.7518178
gene_accession_id,MGI:1336200
mouse_strain,C57BL
mouse_life_stage,Early adult
