parameter_id,M-G-P_014_001_001
gene_symbol,Abo
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2135738
pvalue,0.3092385
parameter_name,Eye
analysis_id,18d82y42s1d99n4
