gene_symbol,Ola1
analysis_id,491ug52135hxr51
pvalue,0.7890946
gene_accession_id,MGI:1914309
mouse_strain,C57BL
parameter_id,JAX_LDT_003_001
parameter_name,Time mobile light side
mouse_life_stage,E18.5
