mouse_strain,129SV
gene_accession_id,MGI:99605
analysis_id,140938bp5e848e3
gene_symbol,Cntfr
mouse_life_stage,Early adult
parameter_name,Narrow eye opening
pvalue,0.6280634
parameter_id,IMPC_EYE_006_001
