mouse_strain,129SV
gene_accession_id,MGI:1923959
parameter_id,HRWLLA_OFD_017_001
mouse_life_stage,Early adult
parameter_name,Center average speed
analysis_id,a1x8f7rjg13lk6w
pvalue,0.9741957
gene_symbol,Arpc2
