gene_symbol,Snap23
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
pvalue,0.5928811
parameter_id,IMPC_XRY_018_001
parameter_name,Shape of vertebrae
gene_accession_id,MGI:109356
analysis_id,ctl0m2643f12vy9
