parameter_id,IMPC_GEL_063_001
parameter_name,Delayed embryonic development
mouse_life_stage,Early adult
gene_symbol,Rnf114
gene_accession_id,MGI:1933159
pvalue,0.2944209
mouse_strain,C57BL
analysis_id,y2b35zy687ibn3a
