mouse_life_stage,Early adult
parameter_name,Percentage center time
gene_accession_id,MGI:1925049
mouse_strain,C57BL
pvalue,0.6346969
analysis_id,9t96vcis416e4jr
parameter_id,JAX_OFD_022_001
gene_symbol,Sla2
