gene_symbol,Frmpd1
parameter_id,IMPC_GEL_027_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
pvalue,0.2411474
analysis_id,90s88x36co5m20k
parameter_name,Neural tube closure
mouse_strain,C57BL
