parameter_id,IMPC_ACS_006_001
analysis_id,a9zti9so06cy086
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
parameter_name,Response amplitude - S
pvalue,0.3653543
mouse_strain,C57BL
gene_symbol,Mapkap1
