parameter_id,IMPC_CBC_010_001
mouse_life_stage,Early adult
analysis_id,50929vlv3l4q3qa
parameter_name,Phosphorus
pvalue,0.4347704
gene_accession_id,MGI:1913396
mouse_strain,C57BL
gene_symbol,Maco1
