parameter_name,Whole arena resting time
analysis_id,6pbtk9vf8578j9z
pvalue,0.754879
mouse_strain,C57BL
parameter_id,JAX_OFD_007_001
gene_accession_id,MGI:97838
mouse_life_stage,E9.5
gene_symbol,Eprs1
