gene_symbol,Tnfsf10
analysis_id,iv82900ia2n135p
parameter_name,Periphery distance travelled
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,1.157922
parameter_id,ESLIM_007_001_006
gene_accession_id,MGI:107414
