parameter_id,IMPC_EYE_062_001
mouse_life_stage,Early adult
analysis_id,hgo555q511hv463
mouse_strain,C57BL
parameter_name,Right total retinal thickness
pvalue,0.8166848
gene_symbol,AU040320
gene_accession_id,MGI:2140475
