parameter_id,IMPC_ECH_002_001
parameter_name,End-Diastolic Diameter
analysis_id,bx9knn4202t507z
pvalue,0.5599474
gene_accession_id,MGI:95835
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_symbol,Hspa5
