gene_symbol,Cntfr
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_010
analysis_id,97448l832md927s
pvalue,0.2233925
mouse_strain,C57BL
gene_accession_id,MGI:99605
parameter_name,lens opacity
