mouse_life_stage,Late adult
parameter_id,HRWLLA_OFD_020_001
mouse_strain,C57BL
analysis_id,m200t51r76hrm5c
parameter_name,Distance travelled - total
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
pvalue,0.7225691
