parameter_id,ESLIM_007_001_009
pvalue,0.151068
mouse_life_stage,Early adult
parameter_name,Periphery average speed
analysis_id,z3mc6vhr781s7gl
gene_accession_id,MGI:1931749
gene_symbol,Pum1
mouse_strain,C57BL
