gene_symbol,Mecom
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Large Unstained Cell (LUC) count
analysis_id,dpjodmykev9kw7e
pvalue,0.8893666
parameter_id,IMPC_HEM_039_001
gene_accession_id,MGI:95457
