parameter_name,Startle Response
analysis_id,r6e22zm24g39k73
parameter_id,M-G-P_008_001_013
mouse_life_stage,Early adult
pvalue,0.9937528
gene_symbol,Zcchc2
gene_accession_id,MGI:2444114
mouse_strain,C57BL
