parameter_name,Center permanence time
mouse_life_stage,Early adult
pvalue,0.9003618
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
analysis_id,51013ytm59kd8q3
parameter_id,IMPC_OFD_016_001
mouse_strain,C57BL
