gene_symbol,Bcs1l
pvalue,0.4508244
parameter_id,ESLIM_005_001_702
gene_accession_id,MGI:1914071
parameter_name,Lean/Body weight
mouse_strain,C57BL
analysis_id,57ceo0rdbt5637q
mouse_life_stage,E12.5
