gene_symbol,Fgb
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:99501
parameter_id,MGP_MLN_033_001
pvalue,0.4179129
analysis_id,14jfm2j71u03pog
parameter_name,Resting NK cells - % of NK cells
