parameter_id,JAX_SLW_009_001
pvalue,0.3309637
mouse_life_stage,Early adult
gene_accession_id,MGI:1921442
analysis_id,923w3gy5rcvnqxj
parameter_name,Dark sleep bout lengths mean
mouse_strain,C57BL
gene_symbol,Arpc5l
