parameter_id,ESLIM_011_001_010
gene_symbol,Zc2hc1a
analysis_id,7qsnb0498r462ag
pvalue,0.4170598
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1914556
parameter_name,PP4 + pulse startle magnitude
