parameter_name,HDL-cholesterol
analysis_id,887t68j8gxnr784
mouse_life_stage,Early adult
parameter_id,HMGULA_CBC_016_001
mouse_strain,C57BL
gene_accession_id,MGI:88380
gene_symbol,F2
pvalue,0.8975521
