parameter_id,IMPC_ABR_006_001
pvalue,0.1794804
mouse_life_stage,E12.5
gene_accession_id,MGI:95835
parameter_name,12kHz-evoked ABR Threshold
mouse_strain,C57BL
gene_symbol,Hspa5
analysis_id,2vb3u7e1859332m
