parameter_id,IMPC_OFD_012_001
analysis_id,7a9wfoz0c11m054
gene_symbol,Extl1
gene_accession_id,MGI:1888742
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Periphery permanence time
pvalue,0.5329586
