gene_symbol,Smyd2
mouse_strain,129SV
gene_accession_id,MGI:1915889
analysis_id,in2k4wh56c7801w
parameter_name,Body Weight
mouse_life_stage,Early adult
parameter_id,M-G-P_012_001_005
pvalue,0.6885241
