mouse_life_stage,Middle aged adult
parameter_id,ESLIM_004_001_701
parameter_name,Glucose response AUC
gene_symbol,Frmpd1
analysis_id,h124lg23o67ba97
pvalue,0.4297363
mouse_strain,C57BL
gene_accession_id,MGI:2446274
