parameter_id,IMPC_CSD_011_001
parameter_name,Coat - hair distribution - back
analysis_id,bb92sdy09o4j751
gene_accession_id,MGI:97838
pvalue,0.8382789
gene_symbol,Eprs1
mouse_strain,C57BL
mouse_life_stage,Early adult
