gene_symbol,Wars2
mouse_life_stage,E9.5
parameter_id,HMGULA_CBC_016_001
parameter_name,HDL-cholesterol
analysis_id,3yxdeqy0mmg0qo6
pvalue,0.7776607
gene_accession_id,MGI:1917810
mouse_strain,C57BL
