gene_symbol,Zmynd8
pvalue,0.1058759
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
parameter_name,Triglycerides
parameter_id,HMGULA_CBC_017_001
analysis_id,8yz39jf4u938cr7
mouse_strain,C57BL
