gene_symbol,Bmi1
parameter_id,IMPC_GEL_057_001
analysis_id,e58br6i5jlw3d02
gene_accession_id,MGI:88174
mouse_strain,C57BL
pvalue,0.2787538
parameter_name,Heart looping
mouse_life_stage,E15.5
