gene_symbol,Jun
parameter_name,KLRG1+ NK cells - % of CD45+
pvalue,0.6745292
gene_accession_id,MGI:96646
mouse_life_stage,E15.5
mouse_strain,C57BL
analysis_id,50nnlof4p9jaagk
parameter_id,MGP_IMM_101_001
