parameter_id,HRWLLA_OFD_017_001
pvalue,0.1366332
analysis_id,6z1poh3e04e1f83
gene_accession_id,MGI:894679
gene_symbol,Bach2
mouse_strain,C57BL
parameter_name,Center average speed
mouse_life_stage,Early adult
