gene_symbol,Tiprl
gene_accession_id,MGI:1915087
analysis_id,kj1d865cf6v26a9
parameter_id,UCDLA_EYE_017_001
parameter_name,Lens Opacity
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.5432936
