mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.5368382
gene_accession_id,MGI:1921802
parameter_name,Red blood cell count
analysis_id,0vs880n3ek0182y
parameter_id,ESLIM_016_001_002
gene_symbol,Nipal3
