parameter_name,Startle response
pvalue,0.6691139
gene_symbol,Mecom
parameter_id,MGP_CSD_008_001
mouse_life_stage,E15.5
mouse_strain,C57BL
gene_accession_id,MGI:95457
analysis_id,2026419g4s8a33r
