gene_symbol,Dmap1
parameter_id,IMPC_HEM_030_001
parameter_name,Neutrophil cell count
mouse_life_stage,E9.5
analysis_id,4494d3438184xat
pvalue,0.248115
gene_accession_id,MGI:1913483
mouse_strain,C57BL
