gene_symbol,Galnt13
parameter_name,Coat - color pattern - back
analysis_id,c6zd2p5w69332lf
mouse_strain,C57BL
pvalue,0.3529819
gene_accession_id,MGI:2139447
parameter_id,HRWLLA_CSD_008_001
mouse_life_stage,Late adult
