gene_symbol,Ubxn11
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_027_001
analysis_id,xl1yn66g1q097ex
gene_accession_id,MGI:1914836
parameter_name,Red blood cell distribution width
pvalue,0.2130774
