gene_symbol,Nipal3
parameter_id,ESLIM_011_001_702
pvalue,0.7929781
analysis_id,x7c5i9l5073r8w1
gene_accession_id,MGI:1921802
parameter_name,Prepulse inhibition - PP2
mouse_strain,129SV
mouse_life_stage,Early adult
