pvalue,0.1340437
analysis_id,r3g80yh21zl4ck4
parameter_id,IMPC_ECH_005_001
parameter_name,Fractional Shortening
gene_accession_id,MGI:2444777
mouse_strain,C57BL
gene_symbol,Ncaph
mouse_life_stage,Early adult
